ticker,quarter_end_date,nav,announcement_date,Unnamed: 0,trade_date,permno,ticker_1,price,ret,vol,shrout
ARCC,2022-09-30,18.56,2022-10-25 00:00:00,1738,2022-10-26 00:00:00,90401,ARCC,19.36,0.016273,4144376.0,508259.0
ARCC,2022-09-30,18.56,2022-10-25 00:00:00,1739,2022-10-27 00:00:00,90401,ARCC,19.58,0.011364,3981605.0,508259.0
ARCC,2022-09-30,18.56,2022-10-25 00:00:00,1740,2022-10-28 00:00:00,90401,ARCC,19.6,0.001021,2316261.0,508259.0
ARCC,2022-06-30,18.81,2022-07-26 00:00:00,1672,2022-07-25 00:00:00,90401,ARCC,19.22,-0.007231,2822195.0,496000.0
ARCC,2022-06-30,18.81,2022-07-26 00:00:00,1673,2022-07-26 00:00:00,90401,ARCC,19.55,0.01717,4154819.0,496238.0
ARCC,2022-06-30,18.81,2022-07-26 00:00:00,1674,2022-07-27 00:00:00,90401,ARCC,19.74,0.009719,3154132.0,496238.0
ARCC,2022-06-30,18.81,2022-07-26 00:00:00,1675,2022-07-28 00:00:00,90401,ARCC,20.11,0.018744,2258519.0,496238.0
ARCC,2022-06-30,18.81,2022-07-26 00:00:00,1676,2022-07-29 00:00:00,90401,ARCC,19.39,-0.035803,9337792.0,496238.0
ARCC,2022-03-31,19.03,2022-04-26 00:00:00,1610,2022-04-25 00:00:00,90401,ARCC,21.7,-0.005044,4018703.0,493000.0
ARCC,2022-03-31,19.03,2022-04-26 00:00:00,1611,2022-04-26 00:00:00,90401,ARCC,19.8,-0.087558,9285840.0,492782.0
ARCC,2022-03-31,19.03,2022-04-26 00:00:00,1612,2022-04-27 00:00:00,90401,ARCC,20.8,0.050505,7174996.0,492782.0
ARCC,2022-03-31,19.03,2022-04-26 00:00:00,1613,2022-04-28 00:00:00,90401,ARCC,20.96,0.007692,3940303.0,492782.0
ARCC,2022-03-31,19.03,2022-04-26 00:00:00,1614,2022-04-29 00:00:00,90401,ARCC,20.27,-0.03292,3117797.0,492782.0
ARCC,2021-12-31,18.96,2022-02-09 00:00:00,1557,2022-02-07 00:00:00,90401,ARCC,22.51,0.016253,2740774.0,478883.0
ARCC,2021-12-31,18.96,2022-02-09 00:00:00,1558,2022-02-08 00:00:00,90401,ARCC,22.58,0.00311,2570343.0,478883.0
ARCC,2021-12-31,18.96,2022-02-09 00:00:00,1559,2022-02-09 00:00:00,90401,ARCC,22.32,-0.011515,4564370.0,478883.0
