date,permno,ticker,price,ret,vol,shrout,mkt_ret,excess_ret,trade_date
2016-02-23,90401,ARCC,12.92,0.007015,1505792.0,314347.0,-0.011789,0.018804,2016-02-23
2016-02-24,90401,ARCC,12.92,0.0,2100705.0,314347.0,0.004963,-0.004963,2016-02-24
2016-02-25,90401,ARCC,13.39,0.036378,2749160.0,314347.0,0.011044,0.025334,2016-02-25
2016-02-26,90401,ARCC,13.51,0.008962,2112166.0,314347.0,0.000283,0.008679,2016-02-26
2016-02-29,90401,ARCC,13.66,0.011103,2084226.0,314347.0,-0.005893,0.016996,2016-02-29
2016-03-01,90401,ARCC,13.89,0.016838,2243131.0,314347.0,0.022404,-0.005566,2016-03-01
2016-03-02,90401,ARCC,14.08,0.013679,2163919.0,314347.0,0.005674,0.008005,2016-03-02
2016-03-03,90401,ARCC,14.145,0.004617,1979341.0,314347.0,0.005603,-0.000986,2016-03-03
2016-03-04,90401,ARCC,14.19,0.003181,2302840.0,314347.0,0.004192,-0.001011,2016-03-04
2016-03-07,90401,ARCC,14.27,0.005638,1764170.0,314347.0,0.003223,0.002415,2016-03-07
2016-03-08,90401,ARCC,14.18,-0.006307,2089911.0,314347.0,-0.01354,0.007233,2016-03-08
2016-03-09,90401,ARCC,14.14,-0.002821,1543320.0,314347.0,0.005555,-0.008376,2016-03-09
2016-03-10,90401,ARCC,14.01,-0.009194,2224597.0,314347.0,-0.001281,-0.007913,2016-03-10
2016-03-11,90401,ARCC,13.98,0.024982,2304360.0,314347.0,0.017442,0.00754,2016-03-11
2016-03-14,90401,ARCC,13.94,-0.002861,1381048.0,314347.0,-0.001576,-0.001285,2016-03-14
2016-03-15,90401,ARCC,13.88,-0.004304,1346887.0,314347.0,-0.004458,0.000154,2016-03-15
2016-03-16,90401,ARCC,14.06,0.012968,1556453.0,314347.0,0.007493,0.005475,2016-03-16
2016-03-17,90401,ARCC,14.26,0.014225,1309301.0,314347.0,0.00825,0.005975,2016-03-17
2016-03-18,90401,ARCC,14.28,0.001402,1928311.0,314347.0,0.003879,-0.002477,2016-03-18
2016-03-21,90401,ARCC,14.32,0.002801,882535.0,314347.0,0.000503,0.002298,2016-03-21
2016-03-22,90401,ARCC,14.35,0.002095,1022443.0,314347.0,-0.000372,0.002467,2016-03-22
2016-03-23,90401,ARCC,14.18,-0.011847,1139961.0,314347.0,-0.00945,-0.002397,2016-03-23
2016-03-24,90401,ARCC,14.48,0.021157,1458179.0,314347.0,-0.000141,0.021298,2016-03-24
2016-03-28,90401,ARCC,14.4,-0.005525,1195069.0,314347.0,0.000806,-0.006331,2016-03-28
2016-03-29,90401,ARCC,14.6,0.013889,743614.0,314347.0,0.011053,0.002836,2016-03-29
2016-03-30,90401,ARCC,14.59,-0.000685,1354782.0,314347.0,0.004467,-0.005152,2016-03-30
2016-03-31,90401,ARCC,14.84,0.017135,2084782.0,313954.0,-0.000868,0.018003,2016-03-31
2016-04-01,90401,ARCC,15.09,0.016846,2210895.0,313954.0,0.004664,0.012182,2016-04-01
2016-04-04,90401,ARCC,14.95,-0.009278,1415668.0,313954.0,-0.004391,-0.004887,2016-04-04
2016-04-05,90401,ARCC,14.81,-0.009365,977710.0,313954.0,-0.010012,0.000647,2016-04-05
2016-04-06,90401,ARCC,14.99,0.012154,963038.0,313954.0,0.011074,0.00108,2016-04-06
2016-04-07,90401,ARCC,14.84,-0.010007,1022395.0,313954.0,-0.011653,0.001646,2016-04-07
2016-04-08,90401,ARCC,14.89,0.003369,953968.0,313954.0,0.004327,-0.000958,2016-04-08
2016-04-11,90401,ARCC,14.97,0.005373,1056026.0,313954.0,-0.001833,0.007206,2016-04-11
2016-04-12,90401,ARCC,15.075,0.007014,807357.0,313954.0,0.010399,-0.003385,2016-04-12
2016-04-13,90401,ARCC,15.15,0.004975,919491.0,313954.0,0.011323,-0.006348,2016-04-13
2016-04-14,90401,ARCC,15.04,-0.007261,975367.0,313954.0,-0.000462,-0.006799,2016-04-14
2016-04-15,90401,ARCC,14.92,-0.007979,813119.0,313954.0,-0.000565,-0.007414,2016-04-15
2016-04-18,90401,ARCC,14.88,-0.002681,1468177.0,313954.0,0.006766,-0.009447,2016-04-18
2016-04-19,90401,ARCC,15.03,0.010081,766355.0,313954.0,0.00449,0.005591,2016-04-19
2016-04-20,90401,ARCC,15.07,0.002661,884254.0,313954.0,0.001225,0.001436,2016-04-20
2016-04-21,90401,ARCC,14.89,-0.011944,1030474.0,313954.0,-0.005273,-0.006671,2016-04-21
2016-04-22,90401,ARCC,15.13,0.016118,980125.0,313954.0,0.001835,0.014283,2016-04-22
2016-04-25,90401,ARCC,15.29,0.010575,2274122.0,313954.0,-0.002787,0.013362,2016-04-25
2016-04-26,90401,ARCC,15.29,0.0,842372.0,313954.0,0.003357,-0.003357,2016-04-26
2016-04-27,90401,ARCC,15.38,0.005886,1038916.0,313954.0,0.002651,0.003235,2016-04-27
2016-04-28,90401,ARCC,15.2,-0.011704,797307.0,313954.0,-0.008569,-0.003135,2016-04-28
2016-04-29,90401,ARCC,15.19,-0.000658,1032390.0,313954.0,-0.004465,0.003807,2016-04-29
2016-05-02,90401,ARCC,15.18,-0.000658,847319.0,313954.0,0.006733,-0.007391,2016-05-02
2016-05-03,90401,ARCC,15.08,-0.006588,1027122.0,313954.0,-0.011101,0.004513,2016-05-03
2016-05-04,90401,ARCC,15.26,0.011936,1051271.0,313954.0,-0.006171,0.018107,2016-05-04
2016-05-05,90401,ARCC,15.09,-0.01114,834221.0,313954.0,-0.000444,-0.010696,2016-05-05
2016-05-06,90401,ARCC,15.17,0.005302,661826.0,313954.0,0.003519,0.001783,2016-05-06
2016-05-09,90401,ARCC,15.12,-0.003296,1107139.0,313954.0,-0.0002,-0.003096,2016-05-09
2016-05-10,90401,ARCC,15.31,0.012566,913003.0,313954.0,0.012298,0.000268,2016-05-10
2016-05-11,90401,ARCC,15.24,-0.004572,767975.0,313954.0,-0.008295,0.003723,2016-05-11
2016-05-12,90401,ARCC,15.31,0.004593,754424.0,313954.0,-0.000776,0.005369,2016-05-12
2016-05-13,90401,ARCC,15.26,-0.003266,701244.0,313954.0,-0.007964,0.004698,2016-05-13
2016-05-16,90401,ARCC,15.28,0.001311,963966.0,313954.0,0.01021,-0.008899,2016-05-16
2016-05-17,90401,ARCC,15.31,0.001963,903581.0,313954.0,-0.008591,0.010554,2016-05-17
2016-05-18,90401,ARCC,15.24,-0.004572,890202.0,313954.0,-0.000812,-0.00376,2016-05-18
2016-05-19,90401,ARCC,15.02,-0.014436,1428971.0,313954.0,-0.003791,-0.010645,2016-05-19
2016-05-20,90401,ARCC,15.19,0.011318,1209575.0,313954.0,0.007642,0.003676,2016-05-20
2016-05-23,90401,ARCC,14.83,-0.0237,8842727.0,313954.0,-0.00179,-0.02191,2016-05-23
2016-05-24,90401,ARCC,15.01,0.012138,4000650.0,313954.0,0.013114,-0.000976,2016-05-24
2016-05-25,90401,ARCC,14.97,-0.002665,2152692.0,313954.0,0.007321,-0.009986,2016-05-25
2016-05-26,90401,ARCC,14.82,-0.01002,4424891.0,313954.0,-0.000158,-0.009862,2016-05-26
2016-05-27,90401,ARCC,14.89,0.004723,2359993.0,313954.0,0.004415,0.000308,2016-05-27
2016-05-31,90401,ARCC,14.84,-0.003358,2178852.0,313954.0,-0.000348,-0.00301,2016-05-31
2016-06-01,90401,ARCC,14.9,0.004043,2230844.0,313954.0,0.002367,0.001676,2016-06-01
2016-06-02,90401,ARCC,14.85,-0.003356,2147019.0,313954.0,0.003603,-0.006959,2016-06-02
2016-06-03,90401,ARCC,14.77,-0.005387,2374352.0,313954.0,-0.001949,-0.003438,2016-06-03
2016-06-06,90401,ARCC,14.76,-0.000677,2252692.0,313954.0,0.006131,-0.006808,2016-06-06
2016-06-07,90401,ARCC,14.76,0.0,2293611.0,313954.0,0.002122,-0.002122,2016-06-07
2016-06-08,90401,ARCC,14.63,-0.008808,3600906.0,313954.0,0.003565,-0.012373,2016-06-08
2016-06-09,90401,ARCC,14.58,-0.003418,2418955.0,313954.0,-0.002816,-0.000602,2016-06-09
2016-06-10,90401,ARCC,14.49,-0.006173,2529490.0,313954.0,-0.011232,0.005059,2016-06-10
2016-06-13,90401,ARCC,14.26,0.010352,2960783.0,313954.0,-0.008135,0.018487,2016-06-13
2016-06-14,90401,ARCC,14.01,-0.017532,2636633.0,313954.0,-0.00278,-0.014752,2016-06-14
2016-06-15,90401,ARCC,14.2,0.013562,2540301.0,313954.0,-0.000492,0.014054,2016-06-15
2016-06-16,90401,ARCC,14.18,-0.001408,1909634.0,313954.0,0.001908,-0.003316,2016-06-16
2016-06-17,90401,ARCC,14.02,-0.011284,2735996.0,313954.0,-0.001748,-0.009536,2016-06-17
2016-06-20,90401,ARCC,14.13,0.007846,3475899.0,313954.0,0.007279,0.000567,2016-06-20
2016-06-21,90401,ARCC,14.21,0.005662,1795722.0,313954.0,0.002334,0.003328,2016-06-21
2016-06-22,90401,ARCC,14.28,0.004926,1613541.0,313954.0,-0.001865,0.006791,2016-06-22
2016-06-23,90401,ARCC,14.44,0.011205,2586576.0,313954.0,0.014415,-0.00321,2016-06-23
2016-06-24,90401,ARCC,14.25,-0.013158,2769896.0,313954.0,-0.036628,0.02347,2016-06-24
2016-06-27,90401,ARCC,13.87,-0.026667,2574781.0,313954.0,-0.02032,-0.006347,2016-06-27
2016-06-28,90401,ARCC,14.11,0.017304,2044965.0,313954.0,0.018044,-0.00074,2016-06-28
2016-06-29,90401,ARCC,14.35,0.017009,1462286.0,313954.0,0.0176,-0.000591,2016-06-29
2016-06-30,90401,ARCC,14.2,-0.010453,4796281.0,313954.0,0.013181,-0.023634,2016-06-30
2016-07-01,90401,ARCC,14.25,0.003521,4397566.0,313954.0,0.00301,0.000511,2016-07-01
2016-07-05,90401,ARCC,14.16,-0.006316,3562867.0,313954.0,-0.008225,0.001909,2016-07-05
2016-07-06,90401,ARCC,14.02,-0.009887,3876370.0,313954.0,0.005437,-0.015324,2016-07-06
2016-07-07,90401,ARCC,14.01,-0.000713,2219381.0,313954.0,-0.00069,-2.3e-05,2016-07-07
2016-07-08,90401,ARCC,13.96,-0.003569,3266309.0,313954.0,0.015478,-0.019047,2016-07-08
2016-07-11,90401,ARCC,14.06,0.007163,2599281.0,313954.0,0.00421,0.002953,2016-07-11
2016-07-12,90401,ARCC,14.21,0.010669,3093988.0,313954.0,0.007923,0.002746,2016-07-12
2016-07-13,90401,ARCC,14.21,0.0,2973266.0,313954.0,-0.000232,0.000232,2016-07-13
2016-07-14,90401,ARCC,14.21,0.0,1497014.0,313954.0,0.004685,-0.004685,2016-07-14
2016-07-15,90401,ARCC,14.3,0.006334,1325894.0,313954.0,-0.000803,0.007137,2016-07-15
2016-07-18,90401,ARCC,14.53,0.016084,2105467.0,313954.0,0.002602,0.013482,2016-07-18
2016-07-19,90401,ARCC,14.68,0.010324,2778203.0,313954.0,-0.002363,0.012687,2016-07-19
2016-07-20,90401,ARCC,14.82,0.009537,1683506.0,313954.0,0.004629,0.004908,2016-07-20
2016-07-21,90401,ARCC,14.92,0.006748,3063241.0,313954.0,-0.003322,0.01007,2016-07-21
2016-07-22,90401,ARCC,15.1,0.012064,1797544.0,313954.0,0.0045,0.007564,2016-07-22
2016-07-25,90401,ARCC,15.28,0.011921,3675449.0,313954.0,-0.003154,0.015075,2016-07-25
2016-07-26,90401,ARCC,15.28,0.0,1731199.0,313954.0,0.001613,-0.001613,2016-07-26
2016-07-27,90401,ARCC,15.26,-0.001309,1208120.0,313954.0,-0.001242,-6.7e-05,2016-07-27
2016-07-28,90401,ARCC,15.15,-0.007208,1833559.0,313954.0,0.001673,-0.008881,2016-07-28
2016-07-29,90401,ARCC,15.14,-0.00066,1799436.0,313954.0,0.00263,-0.00329,2016-07-29
2016-08-01,90401,ARCC,15.29,0.009908,1800569.0,313954.0,-0.002254,0.012162,2016-08-01
2016-08-02,90401,ARCC,15.12,-0.011118,2658325.0,313954.0,-0.007105,-0.004013,2016-08-02
2016-08-03,90401,ARCC,15.39,0.017857,2210972.0,313954.0,0.004385,0.013472,2016-08-03
2016-08-04,90401,ARCC,15.54,0.009747,2560606.0,313954.0,0.000814,0.008933,2016-08-04
2016-08-05,90401,ARCC,15.46,-0.005148,1378532.0,313954.0,0.008058,-0.013206,2016-08-05
2016-08-08,90401,ARCC,15.47,0.000647,2412678.0,313954.0,0.000104,0.000543,2016-08-08
2016-08-09,90401,ARCC,15.37,-0.006464,1273194.0,313954.0,0.001069,-0.007533,2016-08-09
2016-08-10,90401,ARCC,15.41,0.002602,1784276.0,313954.0,-0.002555,0.005157,2016-08-10
2016-08-11,90401,ARCC,15.47,0.003894,1436844.0,313954.0,0.004818,-0.000924,2016-08-11
2016-08-12,90401,ARCC,15.46,-0.000646,853535.0,313954.0,-0.000494,-0.000152,2016-08-12
2016-08-15,90401,ARCC,15.47,0.000647,1162835.0,313954.0,0.004008,-0.003361,2016-08-15
2016-08-16,90401,ARCC,15.45,-0.001293,1337415.0,313954.0,-0.005477,0.004184,2016-08-16
2016-08-17,90401,ARCC,15.56,0.00712,1154595.0,313954.0,0.001044,0.006076,2016-08-17
2016-08-18,90401,ARCC,15.71,0.00964,1407839.0,313954.0,0.003387,0.006253,2016-08-18
2016-08-19,90401,ARCC,15.68,-0.00191,1351315.0,313954.0,-0.001828,-8.2e-05,2016-08-19
2016-08-22,90401,ARCC,15.76,0.005102,2059674.0,313954.0,-0.000427,0.005529,2016-08-22
2016-08-23,90401,ARCC,15.92,0.010152,1710524.0,313954.0,0.002825,0.007327,2016-08-23
2016-08-24,90401,ARCC,15.92,0.0,1600997.0,313954.0,-0.006035,0.006035,2016-08-24
2016-08-25,90401,ARCC,15.93,0.000628,1518035.0,313954.0,-0.000675,0.001303,2016-08-25
2016-08-26,90401,ARCC,16.0,0.004394,1775837.0,313954.0,-0.001829,0.006223,2016-08-26
2016-08-29,90401,ARCC,16.11,0.006875,1205516.0,313954.0,0.005225,0.00165,2016-08-29
2016-08-30,90401,ARCC,16.17,0.003724,2320815.0,313954.0,-0.001514,0.005238,2016-08-30
2016-08-31,90401,ARCC,16.16,-0.000618,1952555.0,313954.0,-0.002578,0.00196,2016-08-31
2016-09-01,90401,ARCC,16.16,0.0,1769116.0,313954.0,0.000748,-0.000748,2016-09-01
2016-09-02,90401,ARCC,16.39,0.014233,2487371.0,313954.0,0.005882,0.008351,2016-09-02
2016-09-06,90401,ARCC,16.38,-0.00061,4698904.0,313954.0,0.003391,-0.004001,2016-09-06
2016-09-07,90401,ARCC,16.4,0.001221,1910720.0,313954.0,0.000821,0.0004,2016-09-07
2016-09-08,90401,ARCC,16.3,-0.006098,1767453.0,313954.0,-0.002078,-0.00402,2016-09-08
2016-09-09,90401,ARCC,15.87,-0.02638,2345973.0,313954.0,-0.02501,-0.00137,2016-09-09
2016-09-12,90401,ARCC,15.87,0.0,3719979.0,313954.0,0.01334,-0.01334,2016-09-12
2016-09-13,90401,ARCC,15.36,-0.008192,4704817.0,313954.0,-0.015849,0.007657,2016-09-13
2016-09-14,90401,ARCC,15.27,-0.005859,2015496.0,313954.0,-0.000526,-0.005333,2016-09-14
2016-09-15,90401,ARCC,15.5,0.015062,2562848.0,313954.0,0.010099,0.004963,2016-09-15
2016-09-16,90401,ARCC,15.44,-0.003871,2609484.0,313954.0,-0.003865,-6e-06,2016-09-16
2016-09-19,90401,ARCC,15.54,0.006477,2024715.0,313954.0,0.001385,0.005092,2016-09-19
2016-09-20,90401,ARCC,15.58,0.002574,2163654.0,313954.0,-0.000363,0.002937,2016-09-20
2016-09-21,90401,ARCC,15.57,-0.000642,1944320.0,313954.0,0.011864,-0.012506,2016-09-21
2016-09-22,90401,ARCC,15.55,-0.001284,2440395.0,313954.0,0.007814,-0.009098,2016-09-22
2016-09-23,90401,ARCC,15.57,0.001286,1808094.0,313954.0,-0.00594,0.007226,2016-09-23
2016-09-26,90401,ARCC,15.44,-0.008349,1370055.0,313954.0,-0.008221,-0.000128,2016-09-26
2016-09-27,90401,ARCC,15.5,0.003886,1722615.0,313954.0,0.0051,-0.001214,2016-09-27
2016-09-28,90401,ARCC,15.53,0.001935,1849914.0,313954.0,0.00671,-0.004775,2016-09-28
2016-09-29,90401,ARCC,15.46,-0.004507,2164978.0,313954.0,-0.009216,0.004709,2016-09-29
2016-09-30,90401,ARCC,15.5,0.002587,2604195.0,313954.0,0.00783,-0.005243,2016-09-30
2016-10-03,90401,ARCC,15.54,0.002581,3387281.0,313954.0,-0.00305,0.005631,2016-10-03
2016-10-04,90401,ARCC,15.54,0.0,2260973.0,313954.0,-0.0056,0.0056,2016-10-04
2016-10-05,90401,ARCC,15.54,0.0,2007998.0,313954.0,0.00494,-0.00494,2016-10-05
2016-10-06,90401,ARCC,15.44,-0.006435,1700149.0,313954.0,-0.000753,-0.005682,2016-10-06
2016-10-07,90401,ARCC,15.5,0.003886,840779.0,313954.0,-0.003829,0.007715,2016-10-07
2016-10-10,90401,ARCC,15.48,-0.00129,878774.0,313954.0,0.005594,-0.006884,2016-10-10
2016-10-11,90401,ARCC,15.34,-0.009044,1726065.0,313954.0,-0.012616,0.003572,2016-10-11
2016-10-12,90401,ARCC,15.42,0.005215,874659.0,313954.0,0.000932,0.004283,2016-10-12
2016-10-13,90401,ARCC,15.37,-0.003243,1345762.0,313954.0,-0.003327,8.4e-05,2016-10-13
2016-10-14,90401,ARCC,15.24,-0.008458,2615014.0,313954.0,-0.000324,-0.008134,2016-10-14
2016-10-17,90401,ARCC,15.16,-0.005249,2642477.0,313954.0,-0.002525,-0.002724,2016-10-17
2016-10-18,90401,ARCC,15.23,0.004617,1737310.0,313954.0,0.006561,-0.001944,2016-10-18
2016-10-19,90401,ARCC,15.4,0.011162,1256928.0,313954.0,0.003002,0.00816,2016-10-19
2016-10-20,90401,ARCC,15.3,-0.006493,1880555.0,313954.0,-0.001641,-0.004852,2016-10-20
2016-10-21,90401,ARCC,15.34,0.002614,1266078.0,313954.0,-0.000113,0.002727,2016-10-21
2016-10-24,90401,ARCC,15.44,0.006519,1425095.0,313954.0,0.004434,0.002085,2016-10-24
2016-10-25,90401,ARCC,15.63,0.012306,2892545.0,313954.0,-0.004367,0.016673,2016-10-25
2016-10-26,90401,ARCC,15.55,-0.005118,3171847.0,313954.0,-0.002777,-0.002341,2016-10-26
2016-10-27,90401,ARCC,15.39,-0.010289,2254450.0,313954.0,-0.003986,-0.006303,2016-10-27
2016-10-28,90401,ARCC,15.48,0.005848,1967415.0,313954.0,-0.002573,0.008421,2016-10-28
2016-10-31,90401,ARCC,15.3,-0.011628,1372805.0,313954.0,0.00043,-0.012058,2016-10-31
2016-11-01,90401,ARCC,15.16,-0.00915,2266305.0,313954.0,-0.006771,-0.002379,2016-11-01
2016-11-02,90401,ARCC,15.23,0.004617,2211083.0,313954.0,-0.00768,0.012297,2016-11-02
2016-11-03,90401,ARCC,15.22,-0.000657,2587896.0,313954.0,-0.00394,0.003283,2016-11-03
2016-11-04,90401,ARCC,15.27,0.003285,2294940.0,313954.0,-0.00124,0.004525,2016-11-04
2016-11-07,90401,ARCC,15.26,-0.000655,1552416.0,313954.0,0.020927,-0.021582,2016-11-07
2016-11-08,90401,ARCC,15.25,-0.000655,1727184.0,313954.0,0.003884,-0.004539,2016-11-08
2016-11-09,90401,ARCC,15.41,0.010492,2738404.0,313954.0,0.012048,-0.001556,2016-11-09
2016-11-10,90401,ARCC,15.53,0.007787,2746781.0,313954.0,0.001979,0.005808,2016-11-10
2016-11-11,90401,ARCC,15.49,-0.002576,1358451.0,313954.0,0.000261,-0.002837,2016-11-11
2016-11-14,90401,ARCC,15.47,-0.001291,3070483.0,313954.0,0.002384,-0.003675,2016-11-14
2016-11-15,90401,ARCC,15.49,0.001293,1916399.0,313954.0,0.007902,-0.006609,2016-11-15
2016-11-16,90401,ARCC,15.52,0.001937,1475363.0,313954.0,-0.001517,0.003454,2016-11-16
2016-11-17,90401,ARCC,15.64,0.007732,2119694.0,313954.0,0.004607,0.003125,2016-11-17
2016-11-18,90401,ARCC,15.7,0.003836,2716019.0,313954.0,-0.001358,0.005194,2016-11-18
2016-11-21,90401,ARCC,15.73,0.001911,4284074.0,313954.0,0.007769,-0.005858,2016-11-21
2016-11-22,90401,ARCC,15.78,0.003179,2046687.0,313954.0,0.003038,0.000141,2016-11-22
2016-11-23,90401,ARCC,15.76,-0.001267,785996.0,313954.0,0.000943,-0.00221,2016-11-23
2016-11-25,90401,ARCC,16.24,0.030457,1820176.0,313954.0,0.003636,0.026821,2016-11-25
2016-11-28,90401,ARCC,15.95,-0.017857,1772581.0,313954.0,-0.005935,-0.011922,2016-11-28
2016-11-29,90401,ARCC,16.02,0.004389,1552349.0,313954.0,0.00096,0.003429,2016-11-29
2016-11-30,90401,ARCC,16.04,0.001248,1645743.0,313954.0,-0.001561,0.002809,2016-11-30
2016-12-01,90401,ARCC,16.04,0.0,1752154.0,313954.0,-0.004207,0.004207,2016-12-01
2016-12-02,90401,ARCC,16.08,0.002494,1705425.0,313954.0,0.000701,0.001793,2016-12-02
2016-12-05,90401,ARCC,16.14,0.003731,1593050.0,313954.0,0.007299,-0.003568,2016-12-05
2016-12-06,90401,ARCC,16.31,0.010533,2553428.0,313954.0,0.004758,0.005775,2016-12-06
2016-12-07,90401,ARCC,16.15,-0.00981,2029788.0,313954.0,0.012388,-0.022198,2016-12-07
2016-12-08,90401,ARCC,16.38,0.014242,2866807.0,313954.0,0.003744,0.010498,2016-12-08
2016-12-09,90401,ARCC,16.79,0.025031,5386544.0,313954.0,0.003907,0.021124,2016-12-09
2016-12-12,90401,ARCC,16.86,0.004169,4766233.0,313954.0,-0.002453,0.006622,2016-12-12
